,,,,,,,,
Unnamed,Shemeluk Lake,SW25-60-17-W4,RNTR,Pit Lakes,2N,22.3,6000,06-05-2025
Unnamed,Shuster Lake,NE26-43-5-W4,BKTR,Beitty Resort,3N,19.6,6000,01-05-2025
Unnamed,Sibbald Lake,NE14-24-7-W5,RNTR,Trout Lodge/Jumpers,AF3N,29.1,421,03-10-2025
Unnamed,Sibbald Lake,NE14-24-7-W5,RNTR,Trout Lodge/Jumpers,AF3N,20.4,579,03-10-2025
Unnamed,Silkstone Lake,NE9-47-19-W5,RNTR,Trout Lodge/Jumpers,AF3N,21.2,1300,27-05-2025
Unnamed,"South Heart
Reservoir",NW20-77-17-W5,WALL,Rock Island,2N,0.4,1788736,01-06-2025
Unnamed,South Heart Reservoir,NW20-77-17-W5,WALL,Rock Island,2N,0.4,440563,04-06-2025
Unnamed,Spring Coulee Park Pond,NE12-5-24-W4,RNTR,Trout Lodge/Jumpers,AF3N,20,2500,16-04-2025
Unnamed,Spring Lake,NE23-75-11-W6,RNTR,Campbell Lake,3N,21.7,3840,15-05-2025
Unnamed,Spring Lake,NE23-75-11-W6,RNTR,Campbell Lake,3N,20,2560,15-05-2025
Unnamed,St. Paul Fish Pond,SE9-58-9-W4,BNTR,Bow River,3N,19.8,400,02-05-2025
Unnamed,St. Paul Fish Pond,SE9-58-9-W4,RNTR,Riverence,AF2N,22.7,1800,07-05-2025
Unnamed,"St. Paul Fish
Pond",SE9-58-9-W4,TGTR,Bow River,3N,22.9,300,07-05-2025
Unnamed,"St. Paul Fish
Pond",SE9-58-9-W4,RNTR,Campbell Lake,2N,24.8,1000,11-07-2025
Unnamed,St. Paul Fish Pond,SE9-58-9-W4,TGTR,Beitty/Bow River,3N,28.1,500,11-07-2025
Unnamed,Stirling Children's Pond,SW29-6-19-W4,RNTR,Trout Lodge/Kamloops,AF3N,20.3,1000,01-05-2025
Unnamed,Strathmore Children's Pond,SW14-24-25-W4,TGTR,Beitty/Bow River,3N,19.9,150,08-05-2025
Unnamed,Taber Trout Pond,NW1-10-17-W4,RNTR,"Trout
Lodge/Kamloops",AF3N,21,2500,15-05-2025
Unnamed,Taber Trout Pond,NW1-10-17-W4,RNTR,Trout Lodge/Kamloops,AF3N,30,50,15-05-2025
Unnamed,Taber Trout Pond,NW1-10-17-W4,RNTR,Trout Lodge/Kamloops,AF3N,20.6,2500,04-06-2025
Unnamed,Tamarack Lake,NE10-66-12-W5,RNTR,Trout Lodge/Jumpers,AF3N,5.9,8000,18-09-2025
Unnamed,Telegraph Park Pond,NW32-48-21-W4,RNTR,Trout Lodge/Jumpers,AF3N,20.3,1100,23-04-2025
Unnamed,Telegraph Park Pond,NW32-48-21-W4,BKTR,Beitty Resort,3N,20.2,1200,23-04-2025
Unnamed,Telegraph Park Pond,NW32-48-21-W4,BNTR,Bow River,3N,18.8,193,23-04-2025
Unnamed,"Telegraph Park
Pond",NW32-48-21-W4,RNTR,"Trout
Lodge/Jumpers",AF3N,29.1,1000,02-10-2025
Unnamed,Telegraph Park Pond,NW32-48-21-W4,RNTR,Campbell Lake,3N,20.4,1000,02-10-2025
Unnamed,Texaco East Pond,NW15-88-8-W4,RNTR,Campbell Lake,2N,21,2700,08-05-2025
Unnamed,Texaco Pond,SW20-88-8-W4,RNTR,Campbell Lake,2N,21,1500,08-05-2025
Unnamed,"Tim Horton
Children's Pond",NW14-24-8-W5,CTTR,Allison Creek,2N,13.2,300,16-05-2025
Unnamed,Tim Horton Children's Pond,NW14-24-8-W5,RNTR,Trout Lodge/Jumpers,AF3N,20.1,300,16-05-2025
Unnamed,Twin Valley Reservoir,NE7-15-25-W4,WALL,Lac Ste. Anne,2N,0.4,1000000,05-06-2025
Unnamed,Upper Smuts Lake,SE24-21-11-W5,CTTR,Allison Creek,2N,4.2,200,09-09-2025
Unnamed,"Valleyview
Children's Pond",NE21-70-22-W5,RNTR,Riverence,AF2N,23.6,500,12-05-2025
Unnamed,"Vegreville
Children's Pond",NW17-52-14-W4,RNTR,"Trout
Lodge/Kamloops",AF3N,21,600,13-05-2025
Unnamed,Vegreville Trout Pond,SW7-52-14-W4,RNTR,Campbell Lake,2N,20.6,10000,26-04-2025
Unnamed,Wallace Park Pond,NE31-44-6-W4,RNTR,Trout Lodge/Kamloops,AF3N,21,500,13-05-2025
Unnamed,Weberville Pond,NW7-85-21-W5,RNTR,Campbell Lake,2N,20.8,1000,13-05-2025
Unnamed,Wetaskiwin Pond,NE24-46-24-W4,RNTR,Trout Lodge/Jumpers,AF3N,20.1,150,10-05-2025
Unnamed,Wetaskiwin Pond,NE24-46-24-W4,BKTR,Beitty Resort,3N,19.6,250,10-05-2025
Unnamed,"Whitecourt Town
Pond",NE35-59-12-W5,RNTR,Riverence,AF2N,23.6,1500,12-05-2025
Unnamed,Wildwood Pond,SW30-53-9-W5,RNTR,Riverence,AF3N,23.7,1500,14-05-2025
Unnamed,Winchell Lake,NW2-29-5-W5,RNTR,Riverence,AF3N,20,4000,07-05-2025
Unnamed,Wolf Creek Pond,SW13-53-16-W5,RNTR,Riverence,AF3N,23.1,750,27-05-2025
Unnamed,Zama Community Pond,SW18-117-4-W6,RNTR,Riverence,AF2N,23.6,500,13-05-2025
Upper Kananaskis Lake,,NW23-19-9-W5,CTTR,Allison Creek,2N,15,5000,25-06-2025
"Upper Kananaskis
Lake",,NW23-19-9-W5,CTTR,Allison Creek,2N,19.8,2300,11-09-2025
Victor Lake,,SW35-56-8-W6,RNTR,Trout Lodge/Kamloops,AF3N,18.1,15000,28-05-2025
Wadlin Lake,,SW4-101-10-W5,WALL,Graham Lake,2N,0.4,1520390,10-06-2025
West Dollar Lake,,SE18-73-21-W5,BNTR,Bow River,3N,19.1,250,12-05-2025
West Dollar Lake,,SE18-73-21-W5,RNTR,Campbell Lake,3N,20.2,1000,12-05-2025
West Rivers Edge Pond,Fort Lions Park Pond,NE23-54-23-W4,RNTR,Trout Lodge/Jumpers,AF3N,20.1,800,06-05-2025
West Rivers Edge Pond,Fort Lions Park Pond,NE23-54-23-W4,TGTR,Beitty/Bow River,3N,20.4,200,06-05-2025
"West Rivers Edge
Pond","Fort Lions Park
Pond",NE23-54-23-W4,BNTR,Bow River,3N,19.1,250,06-05-2025
West Rivers Edge Pond,Fort Lions Park Pond,NE23-54-23-W4,TGTR,Beitty/Bow River,3N,20.4,250,12-05-2025
West Rivers Edge Pond,Fort Lions Park Pond,NE23-54-23-W4,RNTR,Trout Lodge/Kamloops,AF3N,20.6,1000,29-05-2025
West Rivers Edge Pond,Fort Lions Park Pond,NE23-54-23-W4,RNTR,Trout Lodge/Kamloops,AF3N,32,50,29-05-2025
Whiteridge Recreation Area Pond,Blueridge Pit,SW1-60-10-W5,RNTR,Campbell Lake,3N,20.2,2100,12-05-2025
Wildhorse Lakes,"Lower Wildhorse
Lake",SW31-49-26-W5,RNTR,"Trout
Lodge/Kamloops",AF3N,17.7,7500,26-05-2025
Wildhorse Lakes,"Lower Wildhorse
Lake",SW31-49-26-W5,RNTR,"Trout
Lodge/Kamloops",AF3N,17.7,7500,26-05-2025
Wildhorse Lakes,Upper Wildhorse Lake,SW31-49-26-W5,BKTR,Beitty Resort,3N,5.1,2500,20-05-2025
Winagami Lake,,SW33-76-18-W5,WALL,Rock Island,2N,0.4,3293262,29-05-2025
Winagami Lake,,SW33-76-18-W5,WALL,Rock Island,2N,0.4,458439,04-06-2025
Winagami Lake,,SW33-76-18-W5,WALL,Rock Island,2N,0.4,533860,07-06-2025
Windsor Lake,,SW10-42-22-W4,RNTR,"Trout
Lodge/Kamloops",AF3N,20.3,1500,30-04-2025
Windsor Lake,,SW10-42-22-W4,RNTR,Trout Lodge/Jumpers,AF3N,20.2,2000,01-05-2025
Yellowhead Lake,,SW33-34-6-W5,BKTR,Beitty Resort,3N,20.3,4000,04-06-2025
