Stocking Date,Waterbody ID,Water Type,Waterbody Official Name,Waterbody Common Name,District,Latitude,Longitude,Waterbody ATS,Species Code,Species Common Name,Number,Average Length,Average Weight,Genotype,Strain,Station
2020-06-01,,,CHATWIN LAKE,,,54.24779,-110.841712,NE4-61-6-W4,RNTR,,4000,19.73,,AF2N,Trout Lodge/Jumpers,
2020-06-11,,,CHATWIN LAKE,,,54.24779,-110.841712,NE4-61-6-W4,RNTR,,4000,19.83,,AF2N,Trout Lodge/Jumpers,
2021-05-17,4252,Lentic,CHATWIN LAKE,,BONNYVILLE,54.24779,-110.841712,NE4-61-6-W4,RNTR,RAINBOW TROUT,8000,18,64.2,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-19,,,Chatwin Lake,,,,,NE4-61-6-W4,RNTR,,3587,20.4,,AF2N,Trout Lodge/Jumpers,
2022-06-02,,,Chatwin Lake,,,,,NE4-61-6-W4,RNTR,,1413,21.5,,AF2N,Trout Lodge/Jumpers,
2022-06-07,,,Chatwin Lake,,,,,NE4-61-6-W4,RNTR,,1650,20.7,,AF2N,Trout Lodge/Jumpers,
2022-09-23,,,Chatwin Lake,,,,,NE4-61-6-W4,TGTR,,5000,10.6,,3N,Beitty/Bow River,
2022-09-21,,,Gap Lake,,,,,NE5-39-13-W5,CTTR,,2000,18.4,,3N,Job Lake,
2020-05-01,,,UNNAMED,PONOKA CENTENNIAL PARK POND,,52.680354,-113.584991,NE5-43-25-W4,RNTR,,650,21.76,,AF2N,Trout Lodge/Kamloops,
2021-04-23,6871,Lentic,UNNAMED,PONOKA CENTENNIAL PARK POND,PONOKA,52.680354,-113.584991,NE5-43-25-W4,RNTR,RAINBOW TROUT,900,20.7,93.6,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2021-04-24,6871,Lentic,UNNAMED,PONOKA CENTENNIAL PARK POND,PONOKA,52.680354,-113.584991,NE5-43-25-W4,TGTR,TIGER TROUT,100,16.3,47.8,3N,Beitty/Bow River,Cold Lake - ACA
2022-05-02,,,Ponoka Centennial Park Pond,,,,,NE5-43-25-W4,TGTR,,100,17.7,,3N,Beitty/Bow River,
2022-05-11,,,Ponoka Centennial Park Pond,,,,,NE5-43-25-W4,RNTR,,1000,20.7,,AF3N,Trout Lodge/Kamloops,
2020-05-07,,,MICHEL RESERVOIR,MICHELLE RESERVOIR,,49.531283,-110.372274,NE5-7-3-W4,BNTR,,6570,19.89,,3N,Bow River,
2020-05-07,,,MICHEL RESERVOIR,MICHELLE RESERVOIR,,49.531283,-110.372274,NE5-7-3-W4,BNTR,,2430,18.41,,3N,Bow River,
2020-05-27,,,MICHEL RESERVOIR,MICHELLE RESERVOIR,,49.531283,-110.372274,NE5-7-3-W4,RNTR,,25000,19.3,,AF3N,Trout Lodge/Jumpers,
2020-09-29,,,MICHEL RESERVOIR,MICHELLE RESERVOIR,,49.531283,-110.372274,NE5-7-3-W4,RNTR,,5000,22.24,,AF2N,Trout Lodge/Kamloops,
2021-05-06,3523,Lentic,MICHEL RESERVOIR,MICHEL CREEK RESERVOIR,MEDICINE HAT,49.531283,-110.372274,NE5-7-3-W4,RNTR,RAINBOW TROUT,5000,20,88.2,3N,Campbell Lake,Sam Livingston
2022-05-04,,,Michel Reservoir,Michel Creek Reservoir,,,,NE5-7-3-W4,RNTR,,7500,20.7,,2N,Campbell Lake,
2022-05-30,,,Michel Reservoir,Michel Creek Reservoir,,,,NE5-7-3-W4,BNTR,,1500,17.7,,3N,Bow River,
2020-05-05,,,OUTPOST LAKE,POLICE LAKE,,49.011823,-113.456699,NE6-1-26-W4,RNTR,,5000,19,,AF3N,Trout Lodge/Jumpers,
2021-04-15,5504,Lentic,OUTPOST LAKE,POLICE LAKE,CARDSTON,49.011823,-113.456699,NE6-1-26-W4,RNTR,RAINBOW TROUT,5000,21.1,104.2,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-04-19,,,Outpost Lake,Police Lake,,,,NE6-1-26-W4,RNTR,,5000,20.7,,AF3N,Trout Lodge/Jumpers,
2020-04-23,,,UNNAMED,GOLDSPRING PARK POND,,49.095497,-111.995479,NE6-2-15-W4,RNTR,,1575,21.74,,AF3N,Trout Lodge/Kamloops,
2020-06-19,,,UNNAMED,GOLDSPRING PARK POND,,49.095497,-111.995479,NE6-2-15-W4,RNTR,,1575,20.35,,AF3N,Trout Lodge/Kamloops,
2021-04-14,6818,Lentic,UNNAMED,GOLDSPRING PARK POND,LETHBRIDGE,49.095497,-111.995479,NE6-2-15-W4,RNTR,RAINBOW TROUT,2363,21.4,97.3,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2021-06-16,6818,Lentic,UNNAMED,GOLDSPRING PARK POND,LETHBRIDGE,49.095497,-111.995479,NE6-2-15-W4,RNTR,RAINBOW TROUT,2362,20.3,88.6,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-04-25,,,Goldspring Park Pond,,,,,NE6-2-15-W4,RNTR,,2363,21.1,,AF3N,Trout Lodge/Kamloops,
2022-06-14,,,Goldspring Park Pond,,,,,NE6-2-15-W4,RNTR,,2362,20.6,,AF3N,Trout Lodge/Kamloops,
2022-05-30,,,Twin Valley Reservoir,,,,,NE7-15-25-W4,WALL,,78500,0.4,,2N,Lac Ste. Anne,
2022-06-02,,,Two Lakes,South Two Lake,,,,NE7-62-12-W6,CTTR,,5000,13.9,,3N,Job Lake,
2022-09-15,,,Two Lakes,South Two Lake,,,,NE7-62-12-W6,CTTR,,3000,19.1,,3N,Job Lake,
2020-05-06,,,CROWSNEST LAKE,,,49.634111,-114.637963,NE8-8-5-W5,RNTR,,15000,15.5,,AF3N,Trout Lodge/Jumpers,
2021-04-29,4374,Lentic,CROWSNEST LAKE,,BLAIRMORE,49.634111,-114.637963,NE8-8-5-W5,RNTR,RAINBOW TROUT,15000,17.5,59.3,AF3N,Trout Lodge/Jumpers,Sam Livingston
2020-05-04,,,UNNAMED,DAYSLAND POND,,52.86884,-112.263607,NE9-45-16-W4,RNTR,,300,20,,AF3N,Trout Lodge/Jumpers,
2021-04-24,6852,Lentic,UNNAMED,DAYSLAND POND,CAMROSE,52.86884,-112.263607,NE9-45-16-W4,RNTR,RAINBOW TROUT,400,22.1,119,AF3N,Trout Lodge/Jumpers,Cold Lake - ACA
2022-05-04,,,Daysland Pond,,,,,NE9-45-16-W4,RNTR,,400,21.9,,AF2N,Trout Lodge/Jumpers,
2020-06-08,,,UNNAMED,SILKSTONE LAKE,,53.0436,-116.717434,NE9-47-19-W5,RNTR,,1300,21.23,,AF3N,Trout Lodge/Jumpers,
2021-05-25,6651,Lentic,UNNAMED,SILKSTONE LAKE,EDSON,53.0436,-116.717434,NE9-47-19-W5,RNTR,RAINBOW TROUT,1300,20.8,99,AF3N,Trout Lodge/Jumpers,Cold Lake
2022-05-26,,,Silkstone Lake,,,,,NE9-47-19-W5,RNTR,,1300,18.9,,AF3N,Trout Lodge/Jumpers,
2020-05-21,,,UNNAMED,DANDURAND LAKE,,53.565803,-116.736533,NE9-53-19-W5,RNTR,,1000,20,,AF3N,Trout Lodge/Jumpers,
2021-05-12,6659,Lentic,UNNAMED,DANDURAND LAKE,EDSON,53.565803,-116.736533,NE9-53-19-W5,RNTR,RAINBOW TROUT,1000,20.4,93.4,AF3N,Trout Lodge/Jumpers,Cold Lake
2022-05-20,,,Dandurand Lake,,,,,NE9-53-19-W5,RNTR,,1000,22.2,,AF3N,Trout Lodge/Jumpers,
2020-04-23,,,UNNAMED,TABER TROUT POND,,49.794747,-112.188165,NW1-10-17-W4,RNTR,,2250,21.74,,AF3N,Trout Lodge/Kamloops,
2020-06-19,,,UNNAMED,TABER TROUT POND,,49.794747,-112.188165,NW1-10-17-W4,RNTR,,2150,20.35,,AF3N,Trout Lodge/Kamloops,
2021-05-20,318138,Lentic,UNNAMED,TABER TROUT POND,MEDICINE HAT,49.794747,-112.188165,NW1-10-17-W4,RNTR,RAINBOW TROUT,2250,21.1,81.8,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2021-06-16,318138,Lentic,UNNAMED,TABER TROUT POND,MEDICINE HAT,49.794747,-112.188165,NW1-10-17-W4,RNTR,RAINBOW TROUT,2150,20.3,88.6,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2020-06-22,,,UNNAMED,BIG IRON LAKE,,50.233539,-114.430313,NW1-15-4-W5,RNTR,,750,19.7,,AF3N,Trout Lodge/Jumpers,
2021-06-17,6897,Lentic,UNNAMED,BIG IRON LAKE,HIGH RIVER,50.233539,-114.430313,NW1-15-4-W5,TGTR,TIGER TROUT,750,16.5,49.7,3N,Beitty/Bow River,Cold Lake
2022-06-01,,,Big Iron Lake,,,,,NW1-15-4-W5,TGTR,,750,16.5,,3N,Beitty/Bow River,
2020-05-07,,,UNNAMED,DIPLOMAT MINE POND,,52.50583,-112.180118,NW1-41-16-W4,RNTR,,5000,16.5,,2N,Campbell Lake,
2020-09-15,,,UNNAMED,DIPLOMAT MINE POND,,52.50583,-112.180118,NW1-41-16-W4,RNTR,,5112,19.6,,AF3N,Trout Lodge/Jumpers,
2020-09-23,,,UNNAMED,DIPLOMAT MINE POND,,52.50583,-112.180118,NW1-41-16-W4,TGTR,,1500,23.47,,3N,Beitty/Bow River,
2021-04-21,6833,Lentic,UNNAMED,DIPLOMAT MINE POND,CAMROSE,52.50583,-112.180118,NW1-41-16-W4,RNTR,RAINBOW TROUT,5000,20,88,2N,Campbell Lake,Sam Livingston
2021-04-28,6833,Lentic,UNNAMED,DIPLOMAT MINE POND,CAMROSE,52.50583,-112.180118,NW1-41-16-W4,RNTR,RAINBOW TROUT,50,30,410,2N,Beitty Resort,Raven
2022-04-27,,,Diplomat Mine Pond,,,,,NW1-41-16-W4,TGTR,,1500,17.1,,3N,Beitty/Bow River,
2022-05-03,,,Diplomat Mine Pond,,,,,NW1-41-16-W4,RNTR,,5000,20.3,,2N,Campbell Lake,
2022-09-29,,,Diplomat Mine Pond,,,,,NW1-41-16-W4,RNTR,,4000,20.1,,AF3N,Trout Lodge/Kamloops,
2022-09-29,,,Diplomat Mine Pond,,,,,NW1-41-16-W4,RNTR,,1000,17.4,,3N,Campbell Lake,
2020-05-22,,,UNNAMED,GENESEE TROUT POND,,53.376492,-114.309875,NW1-51-3-W5,RNTR,,500,20,,AF3N,Trout Lodge/Jumpers,
2021-04-30,23292,Lentic,UNNAMED,GENESEE TROUT POND,WETASKIWIN,53.376492,-114.309875,NW1-51-3-W5,RNTR,RAINBOW TROUT,500,16.3,48.8,3N,Campbell Lake,Raven
2022-05-19,,,Genesee Trout Pond,,,,,NW1-51-3-W5,RNTR,,500,23,,3N,Campbell Lake,
2022-10-05,,,Genesee Trout Pond,,,,,NW1-51-3-W5,RNTR,,500,27.1,,AF2N,Trout Lodge/Jumpers,
2020-05-01,,,UNNAMED,ARDMORE COMMUNITY POND,,54.339952,-110.479159,NW1-62-4-W4,RNTR,,400,20,,AF2N,Trout Lodge/Jumpers,
2020-09-09,,,UNNAMED,ARDMORE COMMUNITY POND,,54.339952,-110.479159,NW1-62-4-W4,RNTR,,200,23.83,,AF2N,Trout Lodge/Kamloops,
2021-04-19,21353,Lentic,UNNAMED,ARDMORE COMMUNITY POND,COLD LAKE,54.339952,-110.479159,NW1-62-4-W4,RNTR,RAINBOW TROUT,350,20,88,AF2N,Trout Lodge/Jumpers,Cold Lake
2021-04-19,21353,Lentic,UNNAMED,ARDMORE COMMUNITY POND,COLD LAKE,54.339952,-110.479159,NW1-62-4-W4,RNTR,RAINBOW TROUT,50,42,821,2N,Campbell Lake,Cold Lake
2022-04-29,,,Ardmore Community Pond,,,,,NW1-62-4-W4,RNTR,,400,23.6,,2N,Campbell Lake,
2020-04-29,,,UNNAMED,KEENEX TROUT POND,,49.896607,-113.208467,NW10-11-24-W4,RNTR,,4000,16,,2N,Campbell Lake,
2020-06-05,,,UNNAMED,KEENEX TROUT POND,,49.896607,-113.208467,NW10-11-24-W4,RNTR,,10000,8.1,,3N,Campbell Lake,
2021-04-15,417476,Lentic,UNNAMED,KEENEX TROUT POND,LETHBRIDGE,49.896607,-113.208467,NW10-11-24-W4,RNTR,RAINBOW TROUT,3500,20.4,94.3,2N,Campbell Lake,Sam Livingston
2021-05-31,417476,Lentic,UNNAMED,KEENEX TROUT POND,LETHBRIDGE,49.896607,-113.208467,NW10-11-24-W4,BKTR,BROOK TROUT,150,45,670,2N,Beitty Resort,Allison Creek
2020-06-08,,,UNNAMED,LOVETT LAKE,,53.041523,-116.706,NW10-47-19-W5,RNTR,,1000,21.23,,AF3N,Trout Lodge/Jumpers,
2021-05-25,6658,Lentic,UNNAMED,LOVETT LAKE,EDSON,53.041523,-116.706,NW10-47-19-W5,RNTR,RAINBOW TROUT,1000,20.8,99,AF3N,Trout Lodge/Jumpers,Cold Lake
2022-05-26,,,Lovett Lake,,,,,NW10-47-19-W5,RNTR,,1000,21.3,,AF3N,Trout Lodge/Jumpers,
2020-05-08,,,UNNAMED,MOUND RED RESERVOIR,,52.867842,-113.961579,NW11-45-28-W4,RNTR,,1400,21.76,,AF3N,Trout Lodge/Kamloops,
2020-06-25,,,UNNAMED,MOUND RED RESERVOIR,,52.867842,-113.961579,NW11-45-28-W4,RNTR,,1400,20.17,,AF3N,Trout Lodge/Kamloops,
2021-05-06,6737,Lentic,UNNAMED,MOUND RED RESERVOIR,WETASKIWIN,52.867842,-113.961579,NW11-45-28-W4,RNTR,RAINBOW TROUT,1500,21.1,97.51,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-11,,,Mound Red Reservoir,,,,,NW11-45-28-W4,RNTR,,3000,20.7,,AF3N,Trout Lodge/Kamloops,
2020-05-05,,,UNNAMED,BLACK NUGGET MINE PIT,,53.217685,-112.532662,NW11-49-18-W4,RNTR,,12500,20.1,,AF2N,Trout Lodge/Jumpers,
2020-09-16,,,UNNAMED,BLACK NUGGET MINE PIT,,53.217685,-112.532662,NW11-49-18-W4,RNTR,,5020,19.7,,AF3N,Trout Lodge/Jumpers,
2020-09-25,,,UNNAMED,BLACK NUGGET MINE PIT,,53.217685,-112.532662,NW11-49-18-W4,RNTR,,5500,21.47,,AF2N,Trout Lodge/Kamloops,
2020-09-25,,,UNNAMED,BLACK NUGGET MINE PIT,,53.217685,-112.532662,NW11-49-18-W4,TGTR,,4000,22.83,,3N,Beitty/Bow River,
2021-04-28,6923,Lentic,UNNAMED,BLACK NUGGET MINE PIT,VEGREVILLE,53.217685,-112.532662,NW11-49-18-W4,RNTR,RAINBOW TROUT,20,50,2660,2N,Beitty Resort,Raven
2021-04-28,6923,Lentic,UNNAMED,BLACK NUGGET MINE PIT,VEGREVILLE,53.217685,-112.532662,NW11-49-18-W4,RNTR,RAINBOW TROUT,50,30,410,2N,Beitty Resort,Raven
2021-04-30,6923,Lentic,UNNAMED,BLACK NUGGET MINE PIT,VEGREVILLE,53.217685,-112.532662,NW11-49-18-W4,RNTR,RAINBOW TROUT,6500,19.23,78.9,AF2N,Trout Lodge/Jumpers,Cold Lake
2021-04-30,6923,Lentic,UNNAMED,BLACK NUGGET MINE PIT,VEGREVILLE,53.217685,-112.532662,NW11-49-18-W4,RNTR,RAINBOW TROUT,6000,21.2,105.9,2N,Campbell Lake,Cold Lake
2021-04-30,6923,Lentic,UNNAMED,BLACK NUGGET MINE PIT,VEGREVILLE,53.217685,-112.532662,NW11-49-18-W4,TGTR,TIGER TROUT,5000,16.5,49.4,3N,Beitty/Bow River,Cold Lake
2022-05-03,,,Black Nugget Mine Pit,,,,,NW11-49-18-W4,RNTR,,12500,19,,2N,Campbell Lake,
2022-05-03,,,Black Nugget Mine Pit,,,,,NW11-49-18-W4,TGTR,,5000,16.9,,3N,Beitty/Bow River,
2022-10-04,,,Jane Lake,,,,,NW11-68-8-W5,RNTR,,1800,7.9,,AF3N,Trout Lodge/Jumpers,
2020-04-28,,,UNNAMED,SEVERN CREEK RESERVOIR,,51.208304,-112.955705,NW12-26-22-W4,RNTR,,5600,17.9,,AF3N,Trout Lodge/Jumpers,
2021-04-14,6697,Lentic,UNNAMED,SEVERN CREEK RESERVOIR,STRATHMORE,51.208304,-112.955705,NW12-26-22-W4,RNTR,RAINBOW TROUT,5600,20.4,94,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-04-21,,,Severn Creek Reservoir,,,,,NW12-26-22-W4,RNTR,,5600,20,,AF2N,Trout Lodge/Jumpers,
2020-05-28,,,PETITE LAKE,,,53.655681,-117.702585,NW12-54-26-W5,RNTR,,2000,19.46,,AF3N,Trout Lodge/Jumpers,
2021-05-20,5565,Lentic,PETITE LAKE,,HINTON,53.655681,-117.702585,NW12-54-26-W5,RNTR,RAINBOW TROUT,700,20.4,93.4,AF3N,Trout Lodge/Jumpers,Cold Lake
2021-06-03,5565,Lentic,PETITE LAKE,,HINTON,53.655681,-117.702585,NW12-54-26-W5,RNTR,RAINBOW TROUT,1300,20.8,99,AF3N,Trout Lodge/Jumpers,Cold Lake
2022-05-30,,,Petite Lake,,,,,NW12-54-26-W5,RNTR,,2000,19.1,,AF3N,Trout Lodge/Jumpers,
2020-05-20,,,ISLAND LAKE,,,49.627778,-114.684444,NW12-8-6-W5,RNTR,,1900,20.5,,AF3N,Trout Lodge/Jumpers,
2021-05-17,4909,Lentic,ISLAND LAKE,,BLAIRMORE,49.627778,-114.684444,NW12-8-6-W5,RNTR,RAINBOW TROUT,1900,21.6,111.2,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-05-04,,,Island Lake,,,,,NW12-8-6-W5,CTTR,,1900,15.1,,3N,Job Lake,
2022-05-30,,,Lake Newell,,,,,NW13-17-15-W4,WALL,,579717,0.4,,2N,Lac Ste. Anne,
2020-05-15,,,UNNAMED,DICKSON TROUT POND,,52.011001,-114.309334,NW13-35-3-W5,RNTR,,20000,19,,AF3N,Trout Lodge/Jumpers,
2020-09-17,,,UNNAMED,DICKSON TROUT POND,,52.011001,-114.309334,NW13-35-3-W5,RNTR,,5513,19.9,,AF3N,Trout Lodge/Jumpers,
2020-09-23,,,UNNAMED,DICKSON TROUT POND,,52.011001,-114.309334,NW13-35-3-W5,TGTR,,3400,22.14,,3N,Beitty/Bow River,
2021-04-27,6844,Lentic,UNNAMED,DICKSON TROUT POND,RED DEER,52.011001,-114.309334,NW13-35-3-W5,TGTR,TIGER TROUT,1400,25,210,3N,Beitty/Bow River,Raven
2021-04-27,6844,Lentic,UNNAMED,DICKSON TROUT POND,RED DEER,52.011001,-114.309334,NW13-35-3-W5,RNTR,RAINBOW TROUT,500,25,210,2N,Beitty Resort,Raven
2021-05-01,6844,Lentic,UNNAMED,DICKSON TROUT POND,RED DEER,52.011001,-114.309334,NW13-35-3-W5,RNTR,RAINBOW TROUT,10000,21.2,105.3,AF3N,Trout Lodge/Jumpers,Sam Livingston
2021-05-12,6844,Lentic,UNNAMED,DICKSON TROUT POND,RED DEER,52.011001,-114.309334,NW13-35-3-W5,TGTR,TIGER TROUT,500,16.3,47.8,3N,Beitty/Bow River,Cold Lake
2021-05-31,6844,Lentic,UNNAMED,DICKSON TROUT POND,RED DEER,52.011001,-114.309334,NW13-35-3-W5,RNTR,RAINBOW TROUT,8917,22.5,126.2,AF3N,Trout Lodge/Jumpers,Sam Livingston
2021-06-08,6844,Lentic,UNNAMED,DICKSON TROUT POND,RED DEER,52.011001,-114.309334,NW13-35-3-W5,RNTR,RAINBOW TROUT,1083,22.8,131.9,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-05-02,,,Dickson Trout Pond,,,,,NW13-35-3-W5,RNTR,,10000,20.2,,AF2N,Trout Lodge/Jumpers,
2022-05-20,,,Dickson Trout Pond,,,,,NW13-35-3-W5,TGTR,,1700,17.7,,3N,Beitty/Bow River,
2022-05-31,,,Dickson Trout Pond,,,,,NW13-35-3-W5,RNTR,,10000,19.3,,AF3N,Trout Lodge/Jumpers,
2022-09-14,,,Dickson Trout Pond,,,,,NW13-35-3-W5,RNTR,,4750,25.3,,AF3N,Trout Lodge/Jumpers,
2022-09-14,,,Dickson Trout Pond,,,,,NW13-35-3-W5,TGTR,,7348,9.3,,3N,Beitty/Bow River,
2022-09-14,,,Dickson Trout Pond,,,,,NW13-35-3-W5,TGTR,,416,11.8,,3N,Beitty/Bow River,
2022-09-22,,,Dickson Trout Pond,,,,,NW13-35-3-W5,TGTR,,335,23.5,,3N,Beitty/Bow River,
2022-09-22,,,Dickson Trout Pond,,,,,NW13-35-3-W5,TGTR,,1365,21.4,,3N,Beitty/Bow River,
2022-09-30,,,Dickson Trout Pond,,,,,NW13-35-3-W5,RNTR,,1000,20.1,,AF3N,Trout Lodge/Kamloops,
2022-10-06,,,Dickson Trout Pond,,,,,NW13-35-3-W5,RNTR,,2992,18,,3N,Campbell Lake,
2020-05-19,,,UNNAMED,FOX CREEK TROUT POND,,54.45359,-116.888798,NW13-63-20-W5,RNTR,,500,19.7,,AF2N,Trout Lodge/Jumpers,
2021-05-17,6815,Lentic,UNNAMED,FOX CREEK TROUT POND,FOX CREEK,54.45359,-116.888798,NW13-63-20-W5,RNTR,RAINBOW TROUT,500,19.1,77.4,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-16,,,Fox Creek Trout Pond,,,,,NW13-63-20-W5,RNTR,,500,21.9,,AF2N,Trout Lodge/Jumpers,
2020-05-14,,,UNNAMED,TIM HORTON CHILDREN'S POND,,51.046185,-115.018195,NW14-24-8-W5,RNTR,,1200,20.3,,AF3N,Trout Lodge/Jumpers,
2021-05-13,6677,Lentic,UNNAMED,TIM HORTON CHILDREN'S POND,CANMORE,51.046185,-115.018195,NW14-24-8-W5,RNTR,RAINBOW TROUT,1200,22.6,127.5,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-05-13,,,Tim Horton Children's Pond,,,,,NW14-24-8-W5,RNTR,,1200,21.8,,AF3N,Trout Lodge/Jumpers,
2020-05-12,,,UNNAMED,COUNTY SPORTPLEX POND,,55.237091,-118.812752,NW14-72-6-W6,RNTR,,2000,20.1,,AF3N,Trout Lodge/Jumpers,
2020-09-17,,,UNNAMED,COUNTY SPORTPLEX POND,,55.237091,-118.812752,NW14-72-6-W6,TGTR,,140,22.03,,3N,Beitty/Bow River,
2020-09-17,,,UNNAMED,COUNTY SPORTPLEX POND,,55.237091,-118.812752,NW14-72-6-W6,TGTR,,200,9.74,,3N,Beitty/Bow River,
2021-05-17,417477,Lentic,UNNAMED,COUNTY SPORTPLEX POND,GRANDE PRAIRIE,55.237091,-118.812752,NW14-72-6-W6,RNTR,RAINBOW TROUT,2000,21.4,108.9,AF3N,Trout Lodge/Jumpers,Cold Lake - ACA
2022-05-19,,,County Sportplex Pond,,,,,NW14-72-6-W6,RNTR,,2000,20.7,,AF3N,Trout Lodge/Jumpers,
2020-06-19,,,MARGARET LAKE,,,51.401845,-115.185439,NW15-28-9-W5,RNTR,,3067,20.4,,AF3N,Trout Lodge/Jumpers,
2021-06-16,5223,Lentic,MARGARET LAKE,,CANMORE,51.401845,-115.185439,NW15-28-9-W5,RNTR,RAINBOW TROUT,3088,20.1,90.4,AF3N,Trout Lodge/Jumpers,Sam Livingston
2022-06-02,,,Margaret Lake,,,,,NW15-28-9-W5,CTTR,,3067,14.5,,3N,Job Lake,
2020-05-26,,,BUTCHER'S LAKE,,,49.303994,-114.061148,NW15-4-1-W5,BKTR,,2300,18.3,,3N,Beitty Resort,
2021-05-05,4171,Lentic,BUTCHER'S LAKE,,PINCHER CREEK,49.303994,-114.061148,NW15-4-1-W5,BKTR,BROOK TROUT,3000,18.2,64.3,3N,Beitty Resort,Raven
2022-05-12,,,Butcher's Lake,,,,,NW15-4-1-W5,BKTR,,3004,20.5,,3N,Beitty Resort,
2020-05-14,,,UNNAMED,TEXACO EAST POND,,56.637029,-111.191296,NW15-88-8-W4,RNTR,,2700,19.9,,AF2N,Trout Lodge/Jumpers,
2021-05-10,6636,Lentic,UNNAMED,TEXACO EAST POND,FORT MCMURRAY,56.637029,-111.191296,NW15-88-8-W4,RNTR,RAINBOW TROUT,2700,18.4,68.6,AF2N,Trout Lodge/Jumpers,Cold Lake
2022-05-13,,,Texaco East Pond,,,,,NW15-88-8-W4,RNTR,,2700,21.5,,2N,Beitty Resort,
2020-05-28,,,FAIRFAX LAKE,,,52.971131,-116.576532,NW17-46-18-W5,RNTR,,10000,15.45,,AF3N,Trout Lodge/Kamloops,
2021-06-01,4562,Lentic,FAIRFAX LAKE,,EDSON,52.971131,-116.576532,NW17-46-18-W5,RNTR,RAINBOW TROUT,10000,14.6,34.4,AF3N,Trout Lodge/Kamloops,Cold Lake
2022-06-06,,,Fairfax Lake,,,,,NW17-46-18-W5,RNTR,,10000,13.1,,AF3N,Trout Lodge/Kamloops,
2020-05-13,,,UNNAMED,ASHLAND RESERVOIR,,53.147371,-114.409999,NW17-48-3-W5,RNTR,,8100,17.1,,2N,Campbell Lake,
2020-09-03,,,UNNAMED,ASHLAND RESERVOIR,,53.147371,-114.409999,NW17-48-3-W5,RNTR,,1000,19.3,,3N,Campbell Lake,
2020-09-17,,,UNNAMED,ASHLAND RESERVOIR,,53.147371,-114.409999,NW17-48-3-W5,RNTR,,502,24.2,,AF3N,Trout Lodge/Jumpers,
2021-05-17,6903,Lentic,UNNAMED,ASHLAND RESERVOIR,WETASKIWIN,53.147371,-114.409999,NW17-48-3-W5,RNTR,RAINBOW TROUT,8000,21.6,111.2,2N,Campbell Lake,Sam Livingston
2022-05-10,,,Ashland Reservoir,,,,,NW17-48-3-W5,RNTR,,8000,20.9,,2N,Campbell Lake,
2022-09-29,,,Ashland Reservoir,,,,,NW17-48-3-W5,RNTR,,1500,19.2,,3N,Campbell Lake,
2020-05-14,,,UNNAMED,VEGREVILLE CHILDREN'S POND,,53.492329,-112.035539,NW17-52-14-W4,RNTR,,300,21.2,,AF3N,Trout Lodge/Kamloops,
2021-05-11,6619,Lentic,UNNAMED,VEGREVILLE CHILDREN'S POND,VEGREVILLE,53.492329,-112.035539,NW17-52-14-W4,RNTR,RAINBOW TROUT,500,20.1,87.5,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-05-19,,,Vegreville Children's Pond,,,,,NW17-52-14-W4,RNTR,,700,20.9,,AF3N,Trout Lodge/Kamloops,
2020-04-23,,,UNNAMED,FOREMOST RESERVOIR,,49.477485,-111.456691,NW17-6-11-W4,RNTR,,1500,21.74,,AF3N,Trout Lodge/Kamloops,
2021-04-14,6831,Lentic,UNNAMED,FOREMOST RESERVOIR,FOREMOST,49.477485,-111.456691,NW17-6-11-W4,RNTR,RAINBOW TROUT,1500,21.4,97.3,AF3N,Trout Lodge/Kamloops,Smoky Trout Farm
2022-04-25,,,Foremost Reservoir,,,,,NW17-6-11-W4,RNTR,,2500,21.1,,AF3N,Trout Lodge/Kamloops,
2022-10-13,,,Foremost Reservoir,,,,,NW17-6-11-W4,RNTR,,1106,23.9,,AF3N,Trout Lodge/Kamloops,
2020-05-12,,,ENGSTROM LAKE,,,56.188889,-110.906389,NW17-83-6-W4,RNTR,,25000,14.64,,AF3N,Trout Lodge/Kamloops,
2020-09-09,,,ENGSTROM LAKE,,,56.188889,-110.906389,NW17-83-6-W4,RNTR,,15500,13.5,,3N,Beitty Resort,
2020-09-09,,,ENGSTROM LAKE,,,56.188889,-110.906389,NW17-83-6-W4,RNTR,,9100,13.14,,3N,Beitty Resort,
2021-05-21,4539,Lentic,ENGSTROM LAKE,,FORT MCMURRAY,56.188889,-110.906389,NW17-83-6-W4,RNTR,RAINBOW TROUT,7500,19.4,80.4,AF2N,Trout Lodge/Jumpers,Cold Lake
